congressman_id,name,party,party_id,term
204439,Dr. Leonardo,SOLIDARIEDADE,37904,56
204450,Dr. Luiz Antonio Teixeira Jr.,PP,37903,56
204351,Dr. Luiz Ovando,PSL,36837,56
178830,Dr. Sinval Malheiros,PODE,36896,56
204412,Dr. Zacharias Calil,DEM,36769,56
81297,Dra. Soraya Manato,PSL,36837,56
204434,Dra. Vanda Milani,SOLIDARIEDADE,37904,56
178994,Dulce Miranda,MDB,36899,56
204562,Edilázio Júnior,PSD,36834,56
141417,Edio Lopes,PL,37906,56
134812,Edmilson Rodrigues,PSOL,36839,56
204421,Edna Henrique,PSDB,36835,56
74655,Eduardo Barbosa,PSDB,36835,56
204541,Eduardo Bismarck,PDT,36786,56
92346,Eduardo Bolsonaro,PSL,36837,56
204552,Eduardo Braide,PODE,36896,56
204500,Eduardo Costa,PTB,36845,56
178977,Eduardo Cury,PSDB,36835,56
141421,Eduardo da Fonte,PP,37903,56
141422,Efraim Filho,DEM,36769,56
74075,Elcione Barbalho,MDB,36899,56
204364,Eli Borges,SOLIDARIEDADE,37904,56
160532,Eli Corrêa Filho,DEM,36769,56
204389,Elias Vaz,PSB,36832,56
178854,Elmar Nascimento,DEM,36769,56
198783,Emanuel Pinheiro Neto,PTB,36845,56
161550,Emidinho Madeira,PSB,36832,56
207309,Enéias Reis,PSL,36837,56
132504,Enio Verri,PT,36844,56
204537,Enrico Misasi,PV,36851,56
160575,Erika Kokay,PT,36844,56
160640,Eros Biondini,PROS,36763,56
204482,Euclydes Pettersen,PSC,36833,56
178871,Evair Vieira de Melo,PP,37903,56
178953,Expedito Netto,PSD,36834,56
211866,Fabiano Tolentino,CIDADANIA,37905,56
141428,Fábio Faria,PSD,36834,56
68720,Fábio Henrique,PDT,36786,56
178969,Fábio Mitidieri,PSD,36834,56
141427,Fábio Ramalho,MDB,36899,56
171623,Fabio Reis,MDB,36899,56
204368,Fabio Schiochet,PSL,36837,56
160587,Fábio Trad,PSD,36834,56
66828,Fausto Pinato,PP,37903,56
204477,Felício Laterça,PSL,36837,56
72442,Felipe Carreras,PSB,36832,56
204398,Felipe Francischini,PSL,36837,56
204371,Felipe Rigoni,PSB,36832,56
160666,Félix Mendonça Júnior,PDT,36786,56
204407,Fernanda Melchionna,PSOL,36839,56
212504,Fernando Borja,AVANTE,36898,56
141431,Fernando Coelho Filho,DEM,36769,56
204445,Fernando Mineiro,PT,36844,56
92699,Fernando Monteiro,PP,37903,56
204427,Fernando Rodolfo,PL,37906,56
204411,Filipe Barros,PSL,36837,56
204354,Flávia Arruda,PL,37906,56
160598,Flávia Morais,PDT,36786,56
141434,Flaviano Melo,MDB,36899,56
191923,Flávio Nogueira,PDT,36786,56
204447,Flordelis,PSD,36834,56
204392,Francisco Jr.,PSD,36834,56
204510,Franco Cartafina,PP,37903,56
204494,Fred Costa,PATRIOTA,37907,56
204393,Frei Anastacio Ribeiro,PT,36844,56
74200,Gastão Vieira,PROS,36763,56
115746,Gelson Azevedo,PL,37906,56
160669,Genecias Noronha,SOLIDARIEDADE,37904,56
204473,General Girão,PSL,36837,56
204484,General Peternelli,PSL,36837,56
204527,Geninho Zuliani,DEM,36769,56
178966,Geovania de Sá,PSDB,36835,56
74374,Geraldo Resende,PSDB,36835,56
204394,Gervásio Maia,PSB,36832,56
74383,Giacobo,PL,37906,56
204575,Gil Cutrim,REPUBLICANOS,37908,56
204491,Gilberto Abramo,REPUBLICANOS,37908,56
74270,Gilberto Nascimento,PSC,36833,56
204365,Gilson Marques,NOVO,37901,56
160673,Giovani Cherini,PL,37906,56
178996,Giovani Feltes,MDB,36899,56
152605,Glauber Braga,PSOL,36839,56
204419,Glaustin da Fokus,PSC,36833,56
107283,Gleisi Hoffmann,PT,36844,56
74419,Gonzaga Patriota,PSB,36832,56
129618,GORETE PEREIRA,PL,37906,56
198197,Greyce Elias,AVANTE,36898,56
204513,Guiga Peixoto,PSL,36837,56
204531,Guilherme Derrite,PP,37903,56
160667,Guilherme Mussi,PP,37903,56
204442,Gurgel,PSL,36837,56
73460,Gustavo Fruet,PDT,36786,56
204408,Gustinho Ribeiro,SOLIDARIEDADE,37904,56
204456,Gutemberg Reis,MDB,36899,56
204465,Haroldo Cathedral,PSD,36834,56
204548,Heitor Freire,PSL,36837,56
178964,Heitor Schuch,PSB,36832,56
178873,Helder Salomão,PT,36844,56
204373,Hélio Costa,REPUBLICANOS,37908,56
178909,Hélio Leite,DEM,36769,56
204444,Helio Lopes,PSL,36837,56
73482,Henrique Fontana,PT,36844,56
204539,Hercílio Coelho Diniz,MDB,36899,56
178981,Herculano Passos,MDB,36899,56
73772,Hermes Parcianello,MDB,36899,56
178884,Hildo Rocha,MDB,36899,56
178959,Hiran Gonçalves,PP,37903,56
141450,Hugo Leal,PSD,36834,56
160674,Hugo Motta,REPUBLICANOS,37908,56
204533,Idilvan Alencar,PDT,36786,56
204564,Igor Kannário,DEM,36769,56
204508,Igor Timo,PODE,36896,56
67138,Iracema Portella,PP,37903,56
204436,Isnaldo Bulhões Jr.,MDB,36899,56
73531,Ivan Valente,PSOL,36839,56
74848,Jandira Feghali,PCdoB,36779,56
108338,Jaqueline Cassol,PP,37903,56
160672,Jean Wyllys,PSOL,36839,56
74273,Jefferson Campos,PSB,36832,56
160570,Jerônimo Goergen,PP,37903,56
178839,Jéssica Sales,MDB,36899,56
204435,Jesus Sérgio,PDT,36786,56
178842,Jhc,PSB,36832,56
160531,Jhonatan de Jesus,REPUBLICANOS,37908,56
74366,João Campos,REPUBLICANOS,37908,56
141458,João Carlos Bacelar,PL,37906,56
178970,João Daniel,PT,36844,56
204429,João H. Campos,PSB,36832,56
141459,João Maia,PL,37906,56
112437,João Marcelo Souza,MDB,36899,56
204576,João Roma,REPUBLICANOS,37908,56
178910,Joaquim Passarinho,PSD,36834,56
204468,Joenia Wapichana,REDE,36886,56
204546,Joice Hasselmann,PSL,36837,56
205550,Jorge Braz,REPUBLICANOS,37908,56
214694,Jorge Goetten,PL,37906,56
178857,Jorge Solla,PT,36844,56
141464,José Airton Félix Cirilo,PT,36844,56
141470,José Guimarães,PT,36844,56
204386,Jose Mario Schreiner,DEM,36769,56
204472,José Medeiros,PODE,36896,56
204391,José Nelto,PODE,36896,56
160619,José Nunes,PSD,36834,56
74079,José Priante,MDB,36899,56
204555,José Ricardo,PT,36844,56
74554,José Rocha,PL,37906,56
209189,Joseildo Ramos,PT,36844,56
74141,Josias Gomes,PT,36844,56
204563,Josimar Maranhãozinho,PL,37906,56
215043,Josivaldo JP,PODE,36896,56
204474,Juarez Costa,MDB,36899,56
204420,Julian Lemos,PSL,36837,56
74317,Júlio Cesar,PSD,36834,56
204372,Julio Cesar Ribeiro,REPUBLICANOS,37908,56
73586,Júlio Delgado,PSB,36832,56
204457,Juninho do Pneu,DEM,36769,56
204520,Junio Amaral,PSL,36837,56
204497,Júnior Ferrari,PSD,36834,56
204574,Junior Lourenço,PL,37906,56
204550,Júnior Mano,PL,37906,56
178886,Juscelino Filho,DEM,36769,56
204536,Kim Kataguiri,DEM,36769,56
151208,Laercio Oliveira,PP,37903,56
141478,Laerte Bessa,PL,37906,56
98057,Lafayette de Andrada,REPUBLICANOS,37908,56
160534,Lauriete,PSC,36833,56
178832,Leandre,PV,36851,56
204375,Leda Sadala,AVANTE,36898,56
178825,LEO DE BRITO,PT,36844,56
204359,Léo Moraes,PODE,36896,56
204547,Léo Motta,PSL,36837,56
122195,Leonardo Gadelha,PSC,36833,56
74156,Leonardo Monteiro,PT,36844,56
74299,Leônidas Cristino,PDT,36786,56
92102,Leur Lomanto Júnior,DEM,36769,56
139285,Lídice da Mata,PSB,36832,56
74585,Lincoln Portela,PL,37906,56
204405,Liziane Bayer,PSB,36832,56
204382,Loester Trutis,PSL,36837,56
196358,Lourival Gomes,PSL,36837,56
204523,Lucas Gonzalez,NOVO,37901,56
204404,Lucas Redecker,PSDB,36835,56
178879,Lucas Vergilio,SOLIDARIEDADE,37904,56
74478,Luciano Bivar,PSL,36837,56
178931,Luciano Ducci,PSB,36832,56
178954,Lucio Mosquini,MDB,36899,56
204381,Luis Miranda,DEM,36769,56
160510,Luis Tibé,AVANTE,36898,56
204410,Luisa Canziani,PTB,36845,56
204448,Luiz Antônio Corrêa,PL,37906,56
160645,Luiz Carlos,PSDB,36835,56
204485,Luiz Carlos Motta,PL,37906,56
204543,Luiz Flávio Gomes,PSB,36832,56
178982,Luiz Lauro Filho,PSDB,36835,56
204455,Luiz Lima,PSL,36837,56
162332,Luiz Nishimori,PL,37906,56
204526,Luiz Philippe de Orleans e Bragança,PSL,36837,56
74784,Luiza Erundina,PSOL,36839,56
204418,Luizão Goulart,REPUBLICANOS,37908,56
178866,Luizianne Lins,PT,36844,56
166402,Magda Mofatto,PL,37906,56
204458,Major Fabiana,PSL,36837,56
141490,MANOEL JUNIOR,PSC,36833,56
204469,Manuel Marcos,REPUBLICANOS,37908,56
204471,Mara Rocha,PSDB,36835,56
212749,Marcão Gomes,PL,37906,56
156190,Marcel van Hattem,NOVO,37901,56
179000,Marcelo Álvaro Antônio,PSL,36837,56
146788,Marcelo Aro,PP,37903,56
205863,Marcelo Brum,PSL,36837,56
204433,Marcelo Calero,CIDADANIA,37905,56
76874,Marcelo Freixo,PSOL,36839,56
133810,Marcelo Moraes,PTB,36845,56
204558,Marcelo Nilo,PSB,36832,56
204556,Marcelo Ramos,PL,37906,56
178983,Marcio Alvino,PL,37906,56
179001,Márcio Biolchi,MDB,36899,56
81055,Márcio Jerry,PCdoB,36779,56
204452,Márcio Labre,PSL,36837,56
150418,Márcio Marinho,REPUBLICANOS,37908,56
204522,Marco Bertaiolli,PSD,36834,56
160536,MARCO TEBALDI,PSDB,36835,56
160535,Marcon,PT,36844,56
204431,Marcos Aurélio Sampaio,MDB,36899,56
204506,Marcos Pereira,REPUBLICANOS,37908,56
178943,Marcos Soares,DEM,36769,56
159238,Marcus Pestana,PSDB,36835,56
204430,Margarete Coelho,PP,37903,56
171619,Margarida Salomão,PT,36844,56
74398,Maria do Rosário,PT,36844,56
204540,Maria Rosas,REPUBLICANOS,37908,56
178956,Mariana Carvalho,PSDB,36835,56
204428,Marília Arraes,PT,36844,56
204432,Marina Santos,SOLIDARIEDADE,37904,56
74158,Mário Heringer,PDT,36786,56
178858,Mário Negromonte Jr.,PP,37903,56
204403,Marlon Santos,PDT,36786,56
204566,Marreca Filho,PATRIOTA,37907,56
178843,Marx Beltrão,PSD,36834,56
75431,Maurício Dziedricki,PTB,36845,56
204486,Mauro Benevides Filho,PDT,36786,56
74749,Mauro Lopes,MDB,36899,56
141508,Mauro Nazif,PSB,36832,56
188097,Merlong Solano,PT,36844,56
178984,Miguel Haddad,PSDB,36835,56
178985,Miguel Lombardi,PL,37906,56
92172,Milton Coelho,PSB,36832,56
154178,Milton Vieira,REPUBLICANOS,37908,56
178895,Misael Varella,PSD,36834,56
178997,Moses Rodrigues,MDB,36899,56
204453,Natália Bonavides,PT,36844,56
204449,Nelson Barbudo,PSL,36837,56
74571,Nelson Pellegrino,PT,36844,56
204415,Nereu Crispim,PSL,36837,56
146307,Neri Geller,PP,37903,56
74165,Neucimar Fraga,PSD,36834,56
178896,Newton Cardoso Jr,MDB,36899,56
204384,Ney Leprevost,PSD,36834,56
204479,Nicoletti,PSL,36837,56
214445,Nilson F. Stainsack,PP,37903,56
74352,Nilson Pinto,PSDB,36835,56
178986,Nilto Tatto,PT,36844,56
194260,Nivaldo Albuquerque,PTB,36845,56
66179,Norma Ayub,DEM,36769,56
216198,Norma Pereira,PSDB,36835,56
74159,Odair Cunha,PT,36844,56
178868,Odorico Monteiro,PSB,36832,56
204498,Olival Marques,DEM,36769,56
74399,Onyx Lorenzoni,DEM,36769,56
178987,Orlando Silva,PCdoB,36779,56
204363,Osires Damaso,PSC,36833,56
73692,Osmar Terra,MDB,36899,56
204422,Ossesio Silva,REPUBLICANOS,37908,56
141515,Otavio Leite,PSDB,36835,56
204441,Otoni de Paula,PSC,36833,56
204475,Ottaci Nascimento,SOLIDARIEDADE,37904,56
204573,Otto Alencar Filho,PSD,36834,56
160556,Padre João,PT,36844,56
74319,Paes Landim,PTB,36845,56
160642,Pastor Eurico,PATRIOTA,37907,56
204570,Pastor Gil,PL,37906,56
204553,Pastor Sargento Isidório,AVANTE,36898,56
205535,Patricia Ferraz,PODE,36896,56
74160,Patrus Ananias,PT,36844,56
204377,Paula Belmonte,CIDADANIA,37905,56
171617,Paulão,PT,36844,56
141516,Paulo Abi-Ackel,PSDB,36835,56
178860,Paulo Azi,DEM,36769,56
204538,Paulo Bengtson,PTB,36845,56
193726,Paulo Eduardo Martins,PSC,36833,56
160517,Paulo Foletto,PSB,36832,56
160558,Paulo Freire Costa,PL,37906,56
204461,Paulo Ganime,NOVO,37901,56
204492,Paulo Guedes,PT,36844,56
74574,Paulo Magalhães,PSD,36834,56
128760,Paulo Marinho Jr,PL,37906,56
141518,Paulo Pereira da Silva,SOLIDARIEDADE,37904,56
74400,Paulo Pimenta,PT,36844,56
133968,Paulo Ramos,PDT,36786,56
141488,Paulo Teixeira,PT,36844,56
216544,Paulo Vicente Caleffi,PSD,36834,56
90201,Pedro Augusto Bezerra,PTB,36845,56
215045,Pedro Augusto Palareti,PSD,36834,56
178912,Pedro Cunha Lima,PSDB,36835,56
122974,Pedro Lucas Fernandes,PTB,36845,56
204395,Pedro Lupion,DEM,36769,56
122158,Pedro Paulo,DEM,36769,56
160604,Pedro Uczai,PT,36844,56
178844,Pedro Vilela,PSDB,36835,56
204406,Pedro Westphalen,PP,37903,56
73943,Perpétua Almeida,PCdoB,36779,56
204524,Pinheirinho,PP,37903,56
204529,Policial Katia Sastre,PL,37906,56
73486,Pompeo de Mattos,PDT,36786,56
160601,Pr. Marco Feliciano,REPUBLICANOS,37908,56
204390,Professor Alcides,PP,37903,56
204383,Professor Israel Batista,PV,36851,56
204446,Professor Joziel,PSL,36837,56
204565,Professora Dayane Pimentel,PSL,36837,56
160639,Professora Dorinha Seabra Rezende,DEM,36769,56
160641,Professora Marcivania,PCdoB,36779,56
204467,Professora Rosa Neide,PT,36844,56
215361,Rachel Marques,PT,36844,56
178951,Rafael Motta,PSB,36832,56
216313,Rafafá,PSDB,36835,56
204567,Raimundo Costa,PL,37906,56
141523,Raul Henry,MDB,36899,56
74161,Reginaldo Lopes,PT,36844,56
205865,Reinhold Stephanes Junior,PSD,36834,56
178925,Rejane Dias,PT,36844,56
178989,Renata Abreu,PODE,36896,56
214477,Renato Queiroz,MDB,36899,56
73801,Renildo Calheiros,PCdoB,36779,56
73788,Ricardo Barros,PP,37903,56
215042,Ricardo da Karol,PSC,36833,56
204362,Ricardo Guidi,PSD,36834,56
160655,Ricardo Izar,PP,37903,56
211649,Ricardo Pericar,PSL,36837,56
213274,Ricardo Silva,PSB,36832,56
178920,Ricardo Teobaldo,PODE,36896,56
204489,Robério Monteiro,PDT,36786,56
152610,Roberto Alves,REPUBLICANOS,37908,56
73674,ROBERTO BALESTRA,PP,37903,56
160653,Roberto de Lucena,PODE,36896,56
74305,Roberto Pessoa,PSDB,36835,56
204530,Rodrigo Agostinho,PSB,36832,56
204366,Rodrigo Coelho,PSB,36832,56
141531,Rodrigo de Castro,PSDB,36835,56
74693,Rodrigo Maia,DEM,36769,56
204480,Rogério Correia,PT,36844,56
160651,Rogério Peninha Mendonça,MDB,36899,56
178930,Roman,PATRIOTA,37907,56
178861,Ronaldo Carletto,PP,37903,56
122466,Ronaldo Martins,REPUBLICANOS,37908,56
204525,Rosana Valle,PSB,36832,56
178945,Rosangela Gomes,REPUBLICANOS,37908,56
204357,Rose Modesto,PSDB,36835,56
178935,Rossoni,PSDB,36835,56
73466,Rubens Bueno,CIDADANIA,37905,56
74371,Rubens Otoni,PT,36844,56
178887,Rubens Pereira Júnior,PCdoB,36779,56
73604,Rui Falcão,PT,36844,56
160635,Ruy Carneiro,PSDB,36835,56
204535,Sâmia Bomfim,PSOL,36839,56
178990,Samuel Moreira,PSDB,36835,56
204416,Sanderson,PSL,36837,56
160621,Sandro Alex,PSD,36834,56
90842,Santini,PTB,36845,56
204387,Sargento Fahur,PSD,36834,56
204399,Schiavinato,PP,37903,56
178921,Sebastião Oliveira,AVANTE,36898,56
73808,Sérgio Brito,PSD,36834,56
178933,Sergio Souza,MDB,36899,56
204438,Sergio Toledo,PL,37906,56
178874,Sergio Vidigal,PDT,36786,56
204437,Severino Pessoa,REPUBLICANOS,37908,56
178961,Shéridan,PSDB,36835,56
204557,Sidney Leite,PSD,36834,56
74356,Silas Câmara,REPUBLICANOS,37908,56
204360,Silvia Cristina,PDT,36786,56
204425,Silvio Costa Filho,REPUBLICANOS,37908,56
168175,Simplício Araújo,SOLIDARIEDADE,37904,56
178946,Soraya Santos,PL,37906,56
178947,Sóstenes Cavalcante,DEM,36769,56
92776,Stefano Aguiar,PSD,36834,56
177282,Subtenente Gonzaga,PDT,36786,56
204534,Tabata Amaral,PDT,36786,56
178922,Tadeu Alencar,PSB,36832,56
74806,Tadeu Filippelli,MDB,36899,56
204464,Talíria Petrone,PSOL,36839,56
206231,Ted Conti,PSB,36832,56
178901,Tereza Cristina,DEM,36769,56
204466,Tereza Nelma,PSDB,36835,56
178862,Tia Eron,REPUBLICANOS,37908,56
143084,Tiago Dimas,SOLIDARIEDADE,37904,56
204519,Tiago Mitraud,NOVO,37901,56
160976,Tiririca,PL,37906,56
197438,Tito,AVANTE,36898,56
178934,Toninho Wandscheer,PROS,36763,56
216545,Totonho Lopes,PDT,36786,56
157130,Túlio Gadêlha,PDT,36786,56
178863,Uldurico Junior,PROS,36763,56
195866,Vaidon Oliveira,PROS,36763,56
204385,Valdevan Noventa,PL,37906,56
74010,VALDIR COLATTO,MDB,36899,56
160610,Valmir Assunção,PT,36844,56
141552,Valtenir Pereira,MDB,36899,56
74376,Vander Loubet,PT,36844,56
141553,Vanderlei Macris,PSDB,36835,56
204505,Vavá Martins,REPUBLICANOS,37908,56
204396,Vermelho,PSD,36834,56
74283,Vicentinho,PT,36844,56
137070,Vicentinho Júnior,PL,37906,56
204483,Vilson da Fetaemg,PSB,36832,56
141555,Vinicius Carvalho,REPUBLICANOS,37908,56
204478,Vinicius Farah,MDB,36899,56
160591,Vinicius Gurgel,PL,37906,56
204532,Vinicius Poit,NOVO,37901,56
179587,Vitor Hugo,PSL,36837,56
178992,Vitor Lippi,PSDB,36835,56
215044,Vivi Reis,PSOL,36839,56
204443,Wagner Montes,REPUBLICANOS,37908,56
160569,Waldenor Pereira,PT,36844,56
178952,Walter Alves,MDB,36899,56
160518,Weliton Prado,PROS,36763,56
74043,Wellington Roberto,PL,37906,56
74044,Wilson Santiago,PTB,36845,56
204463,Wladimir Garotinho,PSD,36834,56
74439,Wolney Queiroz,PDT,36786,56
178889,Zé Carlos,PT,36844,56
204559,Zé Neto,PT,36844,56
160632,Zé Silva,SOLIDARIEDADE,37904,56
204517,Zé Vitor,PL,37906,56
160592,Zeca Dirceu,PT,36844,56
